Y,ME,X,MO,XMO,MOME
4.166666667,4,3.733333333,0,0,0
3.833333333,3,3.733333333,1,3.733333333,3
4.333333333,2,3.666666667,1,3.666666667,2
3.916666667,3,3.666666667,1,3.666666667,3
4.166666667,3.666666667,3.6,1,3.6,3.666666667
2.835,4.333333333,3.533333333,0,0,0
3.5,4.333333333,3.533333333,0,0,0
4,3,3.5,0,0,0
3.833333333,4,3.433333333,1,3.433333333,4
3.166666667,4.666666667,3.433333333,0,0,0
4,3.666666667,3.4,1,3.4,3.666666667
3.833333333,3.666666667,3.4,0,0,0
3.833333333,3.666666667,3.4,1,3.4,3.666666667
4,3.666666667,3.366666667,0,0,0
2.833333333,4.666666667,3.366666667,1,3.366666667,4.666666667
3.75,3,3.266666667,1,3.266666667,3
5.5,3,3.2,1,3.2,3
3,4,3.2,0,0,0
2.166666667,2.666666667,2.833333333,1,2.833333333,2.666666667
2.666666667,3.666666667,2.633333333,1,2.633333333,3.666666667
4,2,4.8,0,0,0
5.333333333,2.333333333,4.666666667,1,4.666666667,2.333333333
5.166666667,2.666666667,4.666666667,1,4.666666667,2.666666667
5,3,4.266666667,1,4.266666667,3
4.333333333,4,4.266666667,1,4.266666667,4
5,2.666666667,4.166666667,0,0,0
4,3.333333333,4.133333333,0,0,0
4.333333333,3,4.133333333,1,4.133333333,3
4.5,2.666666667,4.033333333,0,0,0
4.666666667,2.666666667,4.033333333,1,4.033333333,2.666666667
4.666666667,3,4,1,4,3
4.25,3.333333333,4,0,0,0
4,3.333333333,3.966666667,1,3.966666667,3.333333333
3.833333333,3,3.933333333,0,0,0
4,3,3.933333333,1,3.933333333,3
4,3,3.933333333,0,0,0
4.166666667,3,3.9,0,0,0
4.333333333,3.666666667,3.866666667,0,0,0
4.333333333,3,3.833333333,0,0,0
4.333333333,2.333333333,3.833333333,1,3.833333333,2.333333333
4,3.333333333,3.733333333,1,3.733333333,3.333333333
3.75,3.333333333,3.7,0,0,0
4.166666667,2.666666667,3.666666667,1,3.666666667,2.666666667
4,3,3.666666667,1,3.666666667,3
4.166666667,2.666666667,3.533333333,1,3.533333333,2.666666667
4.166666667,2.333333333,3.5,1,3.5,2.333333333
4.5,2.333333333,3.466666667,1,3.466666667,2.333333333
3,4,3.466666667,0,0,0
3,3.666666667,3.4,0,0,0
3.5,3.333333333,3.366666667,0,0,0
4,3.333333333,3.333333333,0,0,0
3.5,4,3.2,1,3.2,4
3.5,4,2.966666667,0,0,0
1.668333333,1,2.1,1,2.1,1
